year,date,time,depth,group,common name,genus species,number
2018,11-13May,night,10,squid,market squid,Doryteuthis opalescens,3
2018,11-13May,night,10,crab,red rock crab (f),Cancer productus,1
2018,11-13May,night,10,sea pen,orange sea pen,Ptilosarcus gurneyi,3
2018,11-13May,night,10,crab,hermit crab,Paguroidea,10
2018,11-13May,night,25,shrimp,crangon shrimp,Crangon alaskensis,24
2018,11-13May,night,25,worm,unidentified,,1
2018,11-13May,night,25,crab,hermit crab,Paguroidea,18
2018,11-13May,night,25,crab,decorator crab,Majoidea,1
2018,11-13May,night,25,crab,unidentified,,1
2018,11-13May,night,25,shrimp,deep blade shrimp,Spirontocaris prionota,1
2018,11-13May,night,50,crab,Dungeness crab (f),Metacarcinus magister,2
2018,11-13May,night,50,sea anemone,unidentified,,3
2018,11-13May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,74
2018,11-13May,night,50,shrimp,pink shrimp,Pandalus spp.,3
2018,11-13May,night,50,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,20
2018,11-13May,night,50,shrimp,crangon shrimp,Crangon alaskensis,47
2018,11-13May,night,70,crab,Dungeness crab (m),Metacarcinus magister,1
2018,11-13May,night,70,crab,Dungeness crab (f),Metacarcinus magister,2
2018,11-13May,night,70,sea anemone,unidentified,,3
2018,11-13May,night,70,crab,red rock crab (f),Cancer productus,1
2018,11-13May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,16
2018,11-13May,night,70,shrimp,Alaskan pink shrimp,Pandalus borealis,71
2018,11-13May,night,70,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,5
2018,11-13May,night,70,shrimp,crangon shrimp,Crangon alaskensis,190
2018,11-13May,early morning,10,nudibranch,Armina,Armina californica,2
2018,11-13May,early morning,10,shrimp,crangon shrimp,Crangon alaskensis,2
2018,11-13May,early morning,10,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2018,11-13May,early morning,10,crab,hermit crab,Paguroidea,4
2018,11-13May,early morning,25,crab,kelp crab,Pugettia producta,1
2018,11-13May,early morning,25,crab,red rock crab (f),Cancer productus,1
2018,11-13May,early morning,25,crab,hermit crab,Paguroidea,39
2018,11-13May,early morning,25,shrimp,crangon shrimp,Crangon alaskensis,2
2018,11-13May,early morning,50,crab,Dungeness crab (f),Metacarcinus magister,3
2018,11-13May,early morning,50,sea anemone,unidentified,,1
2018,11-13May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,61
2018,11-13May,early morning,50,shrimp,crangon shrimp,Crangon alaskensis,30
2018,11-13May,early morning,70,sea anemone,unidentified,,6
2018,11-13May,early morning,70,crab,Dungeness crab (f),Metacarcinus magister,2
2018,11-13May,early morning,70,shrimp,spot shrimp (prawn),Pandalus platyceros,106
2018,11-13May,early morning,70,crab,red rock crab (f),Cancer productus,1
2018,11-13May,early morning,70,squid,stubby squid,Rossia pacifica,1
2018,11-13May,early morning,70,shrimp,Alaskan pink shrimp,Pandalus borealis,109
2018,11-13May,early morning,70,shrimp,crangon shrimp,Crangon alaskensis,58
2018,11-13May,early morning,70,crab,kelp crab,Pugettia producta,1
2018,11-13May,early morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,7
2018,11-13May,early morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,6
2018,11-13May,early morning,70,shrimp,red shrimp,Pandalus spp.,4
2018,11-13May,morning,10,crab,hermit crab,Paguroidea,3
2018,11-13May,morning,25,sea anemone,unidentified,,2
2018,11-13May,morning,25,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2018,11-13May,morning,25,shrimp,crangon shrimp,Crangon alaskensis,2
2018,11-13May,morning,25,crab,red rock crab (m),Cancer productus,1
2018,11-13May,morning,25,crab,hermit crab,Paguroidea,2
2018,11-13May,morning,25,crab,decorator crab,Majoidea,1
2018,11-13May,morning,50,crab,Dungeness crab (f),Metacarcinus magister,2
2018,11-13May,morning,50,shrimp,crangon shrimp,Crangon alaskensis,11
2018,11-13May,morning,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,17
2018,11-13May,morning,50,sea anemone,unidentified,,4
2018,11-13May,morning,50,crab,red rock crab (f),Cancer productus,1
2018,11-13May,morning,50,crab,Dungeness crab (f),Metacarcinus magister,1
2018,11-13May,morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,43
2018,11-13May,morning,50,shrimp,sidestripe shrimp,Pandalopsis dispar,14
2018,11-13May,morning,50,crab,decorator crab,Majoidea,1
2018,11-13May,morning,50,shrimp,crangon shrimp,Crangon alaskensis,63
2018,11-13May,morning,50,shrimp,Alaskan pink shrimp,Pandalus borealis,77
2018,11-13May,morning,50,shrimp,red shrimp,Pandalus spp.,4
2018,11-13May,morning,50,shrimp,Townsend's eualid,Eualus townsendi,1
2019,10-11May,morning,10,crab,Dungeness crab  (m),Metacarcinus magister,1
2019,10-11May,morning,10,crab,hermit crab,Paguroidea,2
2019,10-11May,morning,10,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2019,10-11May,morning,10,nudibranch,Armina,Armina californica,1
2019,10-11May,morning,25,sea cucumber,Giant California sea cucumber,Parastichopus californicus,1
2019,10-11May,morning,25,sea anemone,unidentified,unidentified,5
2019,10-11May,morning,25,octopus,East Pacific red octopus,Octopus rubescens,1
2019,10-11May,morning,25,sea pen,orange sea pen,Ptilosarcus gurneyi,7
2019,10-11May,morning,25,shrimp,crangon shrimp,Crangon alaskensis,17
2019,10-11May,morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,324
2019,10-11May,morning,50,nudibranch,unidentified,unidentified,1
2019,10-11May,morning,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,63
2019,10-11May,morning,50,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,2
2019,10-11May,morning,50,nudibranch,Armina,Armina californica,11
2019,10-11May,morning,50,sea anemone,plumose anemone,Metridium senile,7
2019,10-11May,morning,50,crab,decorator crab,Majoidea,1
2019,10-11May,morning,50,squid,stubby squid,Rossia pacifica,3
2019,10-11May,morning,50,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2019,10-11May,morning,50,squid,stubby squid,Rossia pacifica,1
2019,10-11May,morning,70,shrimp,spot shrimp (prawn),Pandalus danae,312
2019,10-11May,morning,70,shrimp,Alaskan pink shrimp,Pandalus eous,609
2019,10-11May,morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,5
2019,10-11May,morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,30
2019,10-11May,morning,70,shrimp,crangon shrimp,Crangon alaskensis,29
2019,10-11May,morning,70,squid,stubby squid,Rossia pacifica,1
2019,10-11May,morning,70,sea anemone,plumose anemone,Metridium senile,2
2019,10-11May,morning,70,sea pen,orange sea pen,Ptilosarcus gurneyi,1
2019,10-11May,night,10,nudibranch,Armina,Armina californica,2
2019,10-11May,night,10,crab,dungeness crab (f),Metacarcinus magister,2
2019,10-11May,night,10,crab,graceful kelp crab,Pugettia producta,2
2019,10-11May,night,10,shrimp,crangon shrimp,Crangon alaskensis,100
2019,10-11May,night,10,crab,hermit crab,Paguroidea,2
2019,10-11May,night,25,sea star,leather star,Dermasterias imbricata,1
2019,10-11May,night,25,shrimp,spot shrimp (prawn),Pandalus danae,2
2019,10-11May,night,25,shrimp,crangon shrimp,Crangon alaskensis,120
2019,10-11May,night,25,shrimp,humpback (coonstripe) shrimp,Pandalus hypsinotus,1
2019,10-11May,night,25,crab,hermit crab,Paguroidea,10
2019,10-11May,night,25,sea pen,orange sea pen,Ptilosarcus gurneyi,9
2019,10-11May,night,50,shrimp,spot shrimp (prawn),Pandalus platyceros,424
2019,10-11May,night,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,28
2019,10-11May,night,50,crab,Dungeness crab (m),Metacarcinus magister,1
2019,10-11May,night,50,crab,dungeness crab (f),Metacarcinus magister,3
2019,10-11May,night,50,sea pen,orange sea pen,Ptilosarcus gurneyi,5
2019,10-11May,night,50,worm,polychaetes,,not specified
2019,10-11May,night,50,sea anemone,unidentified,unidentified,3
2019,10-11May,night,50,shrimp,crangon shrimp,Crangon alaskensis,100
2019,10-11May,night,70,shrimp,spot shrimp (prawn),Pandalus platyceros,136
2019,10-11May,night,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,22
2019,10-11May,night,70,shrimp,sidestripe shrimp,Pandalus dispar,7
2019,10-11May,night,70,shrimp,crangon shrimp,Crangon alaskensis,2
2019,10-11May,night,70,crab,squat lobster (f),Galatheidae,1
2019,10-11May,night,70,crab,red rock crab,Cancer productus,1
2019,10-11May,night,70,shrimp,Alaskan pink shrimp,Pandalus eous,127
2019,10-11May,night,70,shrimp,crangon shrimp,Crangon alaskensis,56
2019,10-11May,evening,10,nudibranch,Armina,Armina californica,1
2019,10-11May,evening,10,sea star,leather star,Dermasterias imbricata,1
2019,10-11May,evening,10,crab,red rock crab (m),Cancer productus,1
2019,10-11May,evening,10,crab,decorator crab (m),Majoidea,1
2019,10-11May,evening,10,crab,Dungeness crab (m),Metacarcinus magister,1
2019,10-11May,evening,10,shrimp,crangon shrimp,Crangon alaskensis,6
2019,10-11May,evening,10,crab,graceful kelp crab,Pugettia producta,1
2019,10-11May,evening,10,crab,hermit crab,Paguroidea,1
2019,10-11May,evening,25,crab,dungeness crab (m),Metacarcinus magister,1
2019,10-11May,evening,25,shrimp,dock (coonstripe) shrimp,Pandalus danae,10
2019,10-11May,evening,25,shrimp,crangon shrimp,Crangon alaskensis,39
2019,10-11May,evening,25,octopus,East Pacific red octopus,Octopus rubescens,1
2019,10-11May,evening,25,sea anemone,unidentified,unidentified,1
2019,10-11May,evening,25,crab,graceful rock crab (m),Metacarcinus gracilis,1
2019,10-11May,evening,25,crab,hermit crab,Paguroidea,2
2019,10-11May,evening,25,sea star,blood starfish,menricia ,1
2019,10-11May,evening,25,crab,decorator crab,Majoidea,1
2019,10-11May,evening,25,worm,polichaet,unidentified,1
2019,10-11May,evening,50,shrimp,spot shrimp (prawn),Pandalus platyceros,11
2019,10-11May,evening,50,shrimp,crangon shrimp,Crangon alaskensis,2
2019,10-11May,evening,50,crab,hermit crab,Paguroidea,1
2019,10-11May,evening,50,clam,nutclam,Acila castrensis,13
2019,10-11May,evening,50,sea cucumber,unidentified,unidentified,1
2019,10-11May,evening,70,shrimp,spot shrimp (prawn),Pandalus platyceros,164
2019,10-11May,evening,70,shrimp,crangon shrimp,Crangon alaskensis,27
2019,10-11May,evening,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,26
2019,10-11May,evening,70,crab,red rock crab (f),Cancer productus,3
2019,10-11May,evening,70,shrimp,Alaskan pink shrimp,Pandalus eous,61
2019,10-11May,evening,70,sea anemone,unidentified,unidentified,1
2019,10-11May,evening,70,shrimp,unidentified,unidentified,6
2019,10-11May,evening,70,shrimp,blade shrimp,Spirontocaris prionota,1
2019,10-11May,evening,70,clam,nutclam,Acila castrensis,21
2019,10-11May,afternoon,10,sea cucumber,giant California sea cucumber,Parastichopus californicus,1
2019,10-11May,afternoon,10,crab,Dungeness crab (m),Metacarcinus magister,1
2019,10-11May,afternoon,10,crab,Dungeness crab (f),Metacarcinus magister,3
2019,10-11May,afternoon,10,crab,red rock crab (f),Cancer productus,1
2019,10-11May,afternoon,10,crab,red rock crab (m),Cancer productus,1
2019,10-11May,afternoon,10,crab,decorator crab (f),Majoidea,1
2019,10-11May,afternoon,10,crab,graceful rock crab (m),Metacarcinus gracilis,1
2019,10-11May,afternoon,10,crab,graceful rock crab (f),Metacarcinus gracilis,1
2019,10-11May,afternoon,10,nudibranch,unidentify nudibranch,unidentified,1
2019,10-11May,afternoon,10,worm,scale worm,unidentified,2
2019,10-11May,afternoon,10,worm,polychaetes,unidentified,3
2019,10-11May,afternoon,25,crab,Dungeness crab (m),Metacarcinus magister,1
2019,10-11May,afternoon,25,crab,red rock crab (m),Cancer productus,2
2019,10-11May,afternoon,25,crab,red rock crab (f),Cancer productus,2
2019,10-11May,afternoon,25,se pen,orange sea pen,Ptilosarcus gurneyi,2
2019,10-11May,afternoon,25,sea anemone,plumose anemone,Metridium senile,1
2019,10-11May,afternoon,25,sea star,leather star,Dermasterias imbricata,1
2019,10-11May,afternoon,25,shrimp,dock (coonstripe) shrimp,Pandalus danae,4
2019,10-11May,afternoon,25,shrimp,Alaskan pink shrimp,Pandalus eous,1
2019,10-11May,afternoon,25,shrimp,crangon shrimp,Crangon alaskensis,2
2019,10-11May,afternoon,25,crab,decorator crab (f),Majoidea,1
2019,10-11May,afternoon,25,worm,polychaetes,unidentified,1
2019,10-11May,afternoon,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,3
2019,10-11May,afternoon,50,shrimp,crangon shrimp,Crangon alaskensis,33
2019,10-11May,afternoon,50,clam,nutclam,Acila castrensis,56
2019,10-11May,afternoon,50,shrimp,spot shrimp (prawn),Pandalus platyceros,3
2019,10-11May,afternoon,50,nudibranch,Tritonia,Tritonia diomedea,1
2019,10-11May,afternoon,50,shrimp,Alaskan pink shrimp,Pandalus eous,1
2019,10-11May,afternoon,50,crab,hermit crab,unidentified,1
2019,10-11May,afternoon,70,shrimp,spot shrimp (prawn),Pandalus platyceros,446
2019,10-11May,afternoon,70,shrimp,Alaskan pink shrimp,Pandalus eous,59
2019,10-11May,afternoon,70,shrimp,sidestripe shrimp,Pandalopsis dispar,17
2019,10-11May,afternoon,70,nudibranch,Tritonia,Tritonia diomedea,1
2019,10-11May,afternoon,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,2
2019,10-11May,afternoon,70,shrimp,crangon shrimp,Crangon alaskensis,3
2019,10-11May,afternoon,70,clam,nutclam,Acila castrensis,5
2019,10-11May,early morning,10,crab,Dungeness crab (m),Metacarcinus magister,3
2019,10-11May,early morning,10,crab,Dungeness crab (f),Metacarcinus magister,2
2019,10-11May,early morning,10,crab,hermit crab,unidentified,1
2019,10-11May,early morning,10,crab,crangon shrimp,Crangon alaskensis,3
2019,10-11May,early morning,25,squid,stubby squid,Rossia pacifica,2
2019,10-11May,early morning,25,sea pen,orange sea pen,Ptilosarcus gurneyi,2
2019,10-11May,early morning,25,shrimp,crangon shrimp,Crangon alaskensis,59
2019,10-11May,early morning,25,crab,Dungeness crab,Metacarcinus magister,1
2019,10-11May,early morning,25,crab,Red rock crab,Cancer productus,1
2019,10-11May,early morning,25,crab,hermit crab,unidentified,2
2019,10-11May,early morning,50,shrimp,spot shrimp (prawn),Pandalus platyceros,387
2019,10-11May,early morning,50,crab,Red rock crab,Cancer productus,1
2019,10-11May,early morning,50,shrimp,dock (coonstripe) shrimp,Pandalus danae,12
2019,10-11May,early morning,50,shrimp,crangon shrimp,Crangon alaskensis,1
2019,10-11May,early morning,50,nudibranch,Tritonia,Tritonia diomedea,1
2019,10-11May,early morning,70,crab,Dungeness crab,Metacarcinus magister,236
2019,10-11May,early morning,70,shrimp,dock (coonstripe) shrimp,Pandalus danae,14
2019,10-11May,early morning,70,shrimp,Alaskan pink shrimp,Pandalus eous,44
2019,10-11May,early morning,70,shrimp,sidestripe shrimp,Pandalopsis dispar,1
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
